status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_original,combined_group,sample_weight,personal_status_sex_age_combined
no checking account,18,critical account/other credits existing,car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,Early-Middle,bank,own,2,skilled employee/official,1,no,yes,0,31,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,24,delay in paying off in the past,others,3863,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,unknown/no property,Early-Middle,none,for free,1,skilled employee/official,1,no,yes,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2329,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,Mid-Career,none,own,1,skilled employee/official,1,no,yes,1,45,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,918,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,0,30,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,24,all credits at this bank paid back duly,retraining,1837,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,Early-Middle,bank,for free,1,unskilled - resident,1,no,yes,0,34,female : divorced/separated/married_Early-Middle,1.5,female : divorced/separated/married_Early-Middle
no checking account,36,existing credits paid back duly till now,radio/television,3349,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,28,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,radio/television,1275,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,1,23,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,24,all credits at this bank paid back duly,radio/television,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,Young,stores,own,1,skilled employee/official,1,yes,yes,1,22,male : single_Young,0.7429906542056075,male : single_Young
no checking account,24,critical account/other credits existing,others,4526,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,Late-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,74,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,0,50,female : divorced/separated/married_Mid-Career,2.333333333333333,female : divorced/separated/married_Mid-Career
no checking account,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,1,33,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,Mid-Career,bank,for free,1,skilled employee/official,2,no,yes,1,45,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,12,existing credits paid back duly till now,repairs,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,0,22,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,Mid-Career,none,for free,1,unskilled - resident,2,no,yes,0,48,female : divorced/separated/married_Mid-Career,2.333333333333333,female : divorced/separated/married_Mid-Career
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,3357,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,1,29,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,Young,bank,rent,1,skilled employee/official,1,no,no,1,22,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,18,delay in paying off in the past,radio/television,1808,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,0,22,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,others,12204,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,car or other,Mid-Career,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,48,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,Young,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,6,critical account/other credits existing,car (new),3676,... < 100 DM,1 <= ... < 4 years,1,male : single,none,3,real estate,Early-Middle,none,rent,3,skilled employee/official,2,no,yes,1,37,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,Young,none,rent,1,skilled employee/official,1,no,yes,0,21,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,Mid-Career,none,own,1,unskilled - resident,1,no,yes,1,49,male : divorced/separated_Mid-Career,0.75,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,21,critical account/other credits existing,others,3652,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
no checking account,18,critical account/other credits existing,car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Early-Middle,bank,own,2,skilled employee/official,1,no,yes,0,32,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,48,existing credits paid back duly till now,others,3914,unknown/no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,Early-Middle,bank,own,1,skilled employee/official,1,no,yes,0,38,male : divorced/separated_Early-Middle,1.05,male : divorced/separated_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,radio/television,1858,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,Young,none,rent,1,skilled employee/official,1,no,yes,1,22,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Late-Career,none,for free,2,skilled employee/official,1,no,yes,0,65,male : single_Late-Career,1.6538461538461535,male : single_Late-Career
no checking account,15,existing credits paid back duly till now,domestic appliances,1979,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,radio/television,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Mid-Career,none,own,1,skilled employee/official,1,yes,yes,1,41,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,Young,none,own,1,skilled employee/official,1,no,yes,0,29,male : single_Young,1.5288461538461535,male : single_Young
no checking account,42,critical account/other credits existing,radio/television,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,9,existing credits paid back duly till now,retraining,3832,unknown/no savings account,... >= 7 years,1,male : single,none,4,real estate,Late-Career,none,own,1,unskilled - resident,1,no,yes,1,64,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,28,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,18,all credits at this bank paid back duly,radio/television,1553,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,Mid-Career,bank,own,1,skilled employee/official,1,no,yes,0,44,male : single_Mid-Career,1.875,male : single_Mid-Career
0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,1,23,male : single_Young,0.7429906542056075,male : single_Young
no checking account,9,existing credits paid back duly till now,radio/television,1980,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,Young,none,rent,2,skilled employee/official,1,no,yes,0,19,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,Young,none,own,1,unskilled - resident,1,yes,yes,0,25,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,12,existing credits paid back duly till now,retraining,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Mid-Career,bank,own,3,skilled employee/official,2,yes,yes,1,47,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,28,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
