status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,age_original,credit_risk,personal_status_sex_age_combined
no checking account,15,critical account/other credits existing,car (new),5045,unknown/no savings account,... >= 7 years,1,female : divorced/separated/married,none,4,car or other,Late-Career,none,own,1,skilled employee/official,1,yes,yes,59,1,female : divorced/separated/married_Late-Career
... < 100 DM,18,critical account/other credits existing,radio/television,2124,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,Young,none,rent,2,skilled employee/official,1,no,yes,24,0,female : divorced/separated/married_Young
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,2214,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,Young,none,own,1,unskilled - resident,1,no,yes,24,1,male : single_Young
no checking account,21,critical account/other credits existing,car (new),12680,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,Young,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,male : single_Young
no checking account,24,critical account/other credits existing,car (new),2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,yes,yes,27,1,male : married/widowed_Young
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,Early-Middle,bank,own,2,unskilled - resident,1,no,yes,40,1,male : married/widowed_Early-Middle
... < 100 DM,30,existing credits paid back duly till now,radio/television,3108,... < 100 DM,... < 1 year,2,male : divorced/separated,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,unskilled - resident,1,no,yes,31,0,male : divorced/separated_Early-Middle
no checking account,10,existing credits paid back duly till now,car (used),2901,unknown/no savings account,... < 1 year,1,female : divorced/separated/married,none,4,real estate,Early-Middle,none,rent,1,skilled employee/official,1,no,yes,31,1,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,12,critical account/other credits existing,radio/television,3617,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,Young,none,rent,3,skilled employee/official,1,yes,yes,28,1,male : single_Young
no checking account,12,critical account/other credits existing,domestic appliances,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,Late-Career,none,own,2,unskilled - resident,1,yes,yes,63,1,male : single_Late-Career
... < 100 DM,24,existing credits paid back duly till now,car (used),2812,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,real estate,Young,none,rent,1,skilled employee/official,1,no,yes,26,1,female : divorced/separated/married_Young
... < 100 DM,36,critical account/other credits existing,retraining,8065,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown/no property,Young,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,25,0,female : divorced/separated/married_Young
no checking account,21,critical account/other credits existing,car (used),3275,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,36,1,male : single_Early-Middle
no checking account,24,critical account/other credits existing,domestic appliances,2223,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Mid-Career,bank,own,2,skilled employee/official,1,no,yes,52,1,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),1480,500 <= ... < 1000 DM,unemployed,2,male : single,none,4,unknown/no property,Late-Career,bank,for free,3,unemployed/unskilled - non-resident,1,no,yes,66,1,male : single_Late-Career
... < 100 DM,24,existing credits paid back duly till now,car (new),1371,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,Young,none,rent,1,skilled employee/official,1,no,yes,25,0,female : divorced/separated/married_Young
no checking account,36,critical account/other credits existing,car (new),3535,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,37,1,male : single_Early-Middle
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,3509,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,25,1,female : divorced/separated/married_Young
no checking account,36,critical account/other credits existing,car (used),5711,... >= 1000 DM,... >= 7 years,4,male : single,none,2,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,38,1,male : single_Early-Middle
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,3872,... < 100 DM,unemployed,2,female : divorced/separated/married,none,4,car or other,Late-Career,none,own,1,skilled employee/official,1,yes,yes,67,1,female : divorced/separated/married_Late-Career
0 <= ... < 200 DM,39,critical account/other credits existing,domestic appliances,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,Young,none,own,2,skilled employee/official,1,no,yes,25,0,male : single_Young
no checking account,24,critical account/other credits existing,car (new),1940,... >= 1000 DM,... >= 7 years,4,male : single,none,4,real estate,Late-Career,none,own,1,skilled employee/official,1,yes,yes,60,1,male : single_Late-Career
0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,business,1410,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Early-Middle,none,own,1,unskilled - resident,1,yes,yes,31,1,male : single_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,bank,own,1,unskilled - resident,1,no,yes,23,0,female : divorced/separated/married_Young
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/no savings account,unemployed,1,male : divorced/separated,none,4,real estate,Late-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,60,1,male : divorced/separated_Late-Career
0 <= ... < 200 DM,18,existing credits paid back duly till now,others,1941,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,unskilled - resident,1,yes,yes,35,1,male : single_Early-Middle
no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,4,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,40,1,male : single_Early-Middle
no checking account,48,critical account/other credits existing,car (used),2751,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,Early-Middle,none,own,2,skilled employee/official,2,yes,yes,38,1,male : single_Early-Middle
0 <= ... < 200 DM,48,delay in paying off in the past,retraining,6224,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,50,0,male : single_Mid-Career
... < 100 DM,40,critical account/other credits existing,retraining,5998,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,unknown/no property,Young,bank,own,1,skilled employee/official,1,yes,yes,27,0,male : single_Young
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,2,no,yes,39,0,female : divorced/separated/married_Early-Middle
no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,... >= 7 years,3,male : single,none,4,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,41,1,male : single_Mid-Career
no checking account,6,critical account/other credits existing,radio/television,1221,unknown/no savings account,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,27,1,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,51,1,male : divorced/separated_Mid-Career
no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,Early-Middle,none,rent,1,skilled employee/official,1,yes,yes,32,1,male : single_Early-Middle
no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,no,yes,22,1,female : divorced/separated/married_Young
... < 100 DM,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/life insurance,Mid-Career,none,for free,1,skilled employee/official,2,yes,yes,51,0,male : single_Mid-Career
no checking account,12,critical account/other credits existing,radio/television,1258,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,2,unskilled - resident,1,no,yes,22,1,female : divorced/separated/married_Young
no checking account,24,delay in paying off in the past,car (new),717,unknown/no savings account,... >= 7 years,4,male : married/widowed,none,4,car or other,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,54,1,male : married/widowed_Mid-Career
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/no savings account,... < 1 year,4,male : single,none,2,real estate,Early-Middle,none,own,1,unemployed/unskilled - non-resident,1,no,yes,35,1,male : single_Early-Middle
no checking account,24,critical account/other credits existing,retraining,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,Mid-Career,none,for free,2,skilled employee/official,2,no,yes,54,1,male : single_Mid-Career
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,Mid-Career,bank,rent,2,unskilled - resident,1,yes,yes,48,1,female : divorced/separated/married_Mid-Career
... < 100 DM,20,critical account/other credits existing,radio/television,4272,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,24,1,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,domestic appliances,976,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,Early-Middle,none,own,2,skilled employee/official,1,no,yes,35,1,male : single_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,Young,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,24,1,female : divorced/separated/married_Young
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,24,0,male : single_Young
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,Young,none,own,1,unskilled - resident,1,no,no,26,1,male : married/widowed_Young
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,Late-Career,none,own,4,skilled employee/official,1,no,yes,65,1,male : single_Late-Career
